"","cod_ibge","localidades","periodos","pop","genero","faixa_etaria","faixa"
"1",3512803,"Cosmópolis",2000,2144,"F","15_a_19","15_a_19"
"2",3512803,"Cosmópolis",2001,2183,"F","15_a_19","15_a_19"
"3",3512803,"Cosmópolis",2002,2220,"F","15_a_19","15_a_19"
"4",3512803,"Cosmópolis",2003,2253,"F","15_a_19","15_a_19"
"5",3512803,"Cosmópolis",2004,2286,"F","15_a_19","15_a_19"
"6",3512803,"Cosmópolis",2005,2315,"F","15_a_19","15_a_19"
"7",3512803,"Cosmópolis",2006,2341,"F","15_a_19","15_a_19"
"8",3512803,"Cosmópolis",2007,2367,"F","15_a_19","15_a_19"
"9",3512803,"Cosmópolis",2008,2391,"F","15_a_19","15_a_19"
"10",3512803,"Cosmópolis",2009,2415,"F","15_a_19","15_a_19"
"11",3512803,"Cosmópolis",2010,2437,"F","15_a_19","15_a_19"
"12",3512803,"Cosmópolis",2011,2471,"F","15_a_19","15_a_19"
"13",3512803,"Cosmópolis",2012,2504,"F","15_a_19","15_a_19"
"14",3512803,"Cosmópolis",2013,2536,"F","15_a_19","15_a_19"
"15",3512803,"Cosmópolis",2014,2568,"F","15_a_19","15_a_19"
"16",3512803,"Cosmópolis",2015,2599,"F","15_a_19","15_a_19"
"17",3512803,"Cosmópolis",2016,2565,"F","15_a_19","15_a_19"
"18",3512803,"Cosmópolis",2017,2531,"F","15_a_19","15_a_19"
"19",3512803,"Cosmópolis",2018,2496,"F","15_a_19","15_a_19"
"20",3512803,"Cosmópolis",2019,2461,"F","15_a_19","15_a_19"
"21",3512803,"Cosmópolis",2020,2425,"F","15_a_19","15_a_19"
"22",3512803,"Cosmópolis",2021,2424,"F","15_a_19","15_a_19"
"23",3512803,"Cosmópolis",2000,2224,"M","15_a_19","15_a_19"
"24",3512803,"Cosmópolis",2001,2262,"M","15_a_19","15_a_19"
"25",3512803,"Cosmópolis",2002,2296,"M","15_a_19","15_a_19"
"26",3512803,"Cosmópolis",2003,2329,"M","15_a_19","15_a_19"
"27",3512803,"Cosmópolis",2004,2360,"M","15_a_19","15_a_19"
"28",3512803,"Cosmópolis",2005,2387,"M","15_a_19","15_a_19"
"29",3512803,"Cosmópolis",2006,2412,"M","15_a_19","15_a_19"
"30",3512803,"Cosmópolis",2007,2436,"M","15_a_19","15_a_19"
"31",3512803,"Cosmópolis",2008,2458,"M","15_a_19","15_a_19"
"32",3512803,"Cosmópolis",2009,2480,"M","15_a_19","15_a_19"
"33",3512803,"Cosmópolis",2010,2498,"M","15_a_19","15_a_19"
"34",3512803,"Cosmópolis",2011,2523,"M","15_a_19","15_a_19"
"35",3512803,"Cosmópolis",2012,2548,"M","15_a_19","15_a_19"
"36",3512803,"Cosmópolis",2013,2572,"M","15_a_19","15_a_19"
"37",3512803,"Cosmópolis",2014,2596,"M","15_a_19","15_a_19"
"38",3512803,"Cosmópolis",2015,2619,"M","15_a_19","15_a_19"
"39",3512803,"Cosmópolis",2016,2616,"M","15_a_19","15_a_19"
"40",3512803,"Cosmópolis",2017,2612,"M","15_a_19","15_a_19"
"41",3512803,"Cosmópolis",2018,2608,"M","15_a_19","15_a_19"
"42",3512803,"Cosmópolis",2019,2603,"M","15_a_19","15_a_19"
"43",3512803,"Cosmópolis",2020,2597,"M","15_a_19","15_a_19"
"44",3512803,"Cosmópolis",2021,2564,"M","15_a_19","15_a_19"
"45",3512803,"Cosmópolis",2000,2146,"M","10_a_14","10_a_14"
"46",3512803,"Cosmópolis",2001,2183,"M","10_a_14","10_a_14"
"47",3512803,"Cosmópolis",2002,2218,"M","10_a_14","10_a_14"
"48",3512803,"Cosmópolis",2003,2249,"M","10_a_14","10_a_14"
"49",3512803,"Cosmópolis",2004,2280,"M","10_a_14","10_a_14"
"50",3512803,"Cosmópolis",2005,2307,"M","10_a_14","10_a_14"
"51",3512803,"Cosmópolis",2006,2331,"M","10_a_14","10_a_14"
"52",3512803,"Cosmópolis",2007,2354,"M","10_a_14","10_a_14"
"53",3512803,"Cosmópolis",2008,2376,"M","10_a_14","10_a_14"
"54",3512803,"Cosmópolis",2009,2397,"M","10_a_14","10_a_14"
"55",3512803,"Cosmópolis",2010,2416,"M","10_a_14","10_a_14"
"56",3512803,"Cosmópolis",2011,2421,"M","10_a_14","10_a_14"
"57",3512803,"Cosmópolis",2012,2426,"M","10_a_14","10_a_14"
"58",3512803,"Cosmópolis",2013,2429,"M","10_a_14","10_a_14"
"59",3512803,"Cosmópolis",2014,2432,"M","10_a_14","10_a_14"
"60",3512803,"Cosmópolis",2015,2435,"M","10_a_14","10_a_14"
"61",3512803,"Cosmópolis",2016,2412,"M","10_a_14","10_a_14"
"62",3512803,"Cosmópolis",2017,2388,"M","10_a_14","10_a_14"
"63",3512803,"Cosmópolis",2018,2364,"M","10_a_14","10_a_14"
"64",3512803,"Cosmópolis",2019,2340,"M","10_a_14","10_a_14"
"65",3512803,"Cosmópolis",2020,2315,"M","10_a_14","10_a_14"
"66",3512803,"Cosmópolis",2021,2330,"M","10_a_14","10_a_14"
"67",3512803,"Cosmópolis",2000,2134,"F","10_a_14","10_a_14"
"68",3512803,"Cosmópolis",2001,2169,"F","10_a_14","10_a_14"
"69",3512803,"Cosmópolis",2002,2203,"F","10_a_14","10_a_14"
"70",3512803,"Cosmópolis",2003,2233,"F","10_a_14","10_a_14"
"71",3512803,"Cosmópolis",2004,2262,"F","10_a_14","10_a_14"
"72",3512803,"Cosmópolis",2005,2288,"F","10_a_14","10_a_14"
"73",3512803,"Cosmópolis",2006,2311,"F","10_a_14","10_a_14"
"74",3512803,"Cosmópolis",2007,2333,"F","10_a_14","10_a_14"
"75",3512803,"Cosmópolis",2008,2353,"F","10_a_14","10_a_14"
"76",3512803,"Cosmópolis",2009,2373,"F","10_a_14","10_a_14"
"77",3512803,"Cosmópolis",2010,2391,"F","10_a_14","10_a_14"
"78",3512803,"Cosmópolis",2011,2366,"F","10_a_14","10_a_14"
"79",3512803,"Cosmópolis",2012,2340,"F","10_a_14","10_a_14"
"80",3512803,"Cosmópolis",2013,2314,"F","10_a_14","10_a_14"
"81",3512803,"Cosmópolis",2014,2288,"F","10_a_14","10_a_14"
"82",3512803,"Cosmópolis",2015,2261,"F","10_a_14","10_a_14"
"83",3512803,"Cosmópolis",2016,2270,"F","10_a_14","10_a_14"
"84",3512803,"Cosmópolis",2017,2276,"F","10_a_14","10_a_14"
"85",3512803,"Cosmópolis",2018,2283,"F","10_a_14","10_a_14"
"86",3512803,"Cosmópolis",2019,2289,"F","10_a_14","10_a_14"
"87",3512803,"Cosmópolis",2020,2294,"F","10_a_14","10_a_14"
"88",3512803,"Cosmópolis",2021,2294,"F","10_a_14","10_a_14"
"89",3512803,"Cosmópolis",2000,2118,"M","20_a_24","20_a_24"
"90",3512803,"Cosmópolis",2001,2185,"M","20_a_24","20_a_24"
"91",3512803,"Cosmópolis",2002,2251,"M","20_a_24","20_a_24"
"92",3512803,"Cosmópolis",2003,2316,"M","20_a_24","20_a_24"
"93",3512803,"Cosmópolis",2004,2381,"M","20_a_24","20_a_24"
"94",3512803,"Cosmópolis",2005,2444,"M","20_a_24","20_a_24"
"95",3512803,"Cosmópolis",2006,2505,"M","20_a_24","20_a_24"
"96",3512803,"Cosmópolis",2007,2566,"M","20_a_24","20_a_24"
"97",3512803,"Cosmópolis",2008,2627,"M","20_a_24","20_a_24"
"98",3512803,"Cosmópolis",2009,2688,"M","20_a_24","20_a_24"
"99",3512803,"Cosmópolis",2010,2749,"M","20_a_24","20_a_24"
"100",3512803,"Cosmópolis",2011,2763,"M","20_a_24","20_a_24"
"101",3512803,"Cosmópolis",2012,2777,"M","20_a_24","20_a_24"
"102",3512803,"Cosmópolis",2013,2790,"M","20_a_24","20_a_24"
"103",3512803,"Cosmópolis",2014,2803,"M","20_a_24","20_a_24"
"104",3512803,"Cosmópolis",2015,2814,"M","20_a_24","20_a_24"
"105",3512803,"Cosmópolis",2016,2831,"M","20_a_24","20_a_24"
"106",3512803,"Cosmópolis",2017,2848,"M","20_a_24","20_a_24"
"107",3512803,"Cosmópolis",2018,2863,"M","20_a_24","20_a_24"
"108",3512803,"Cosmópolis",2019,2878,"M","20_a_24","20_a_24"
"109",3512803,"Cosmópolis",2020,2892,"M","20_a_24","20_a_24"
"110",3512803,"Cosmópolis",2021,2876,"M","20_a_24","20_a_24"
"111",3512803,"Cosmópolis",2000,2117,"F","20_a_24","20_a_24"
"112",3512803,"Cosmópolis",2001,2182,"F","20_a_24","20_a_24"
"113",3512803,"Cosmópolis",2002,2247,"F","20_a_24","20_a_24"
"114",3512803,"Cosmópolis",2003,2310,"F","20_a_24","20_a_24"
"115",3512803,"Cosmópolis",2004,2372,"F","20_a_24","20_a_24"
"116",3512803,"Cosmópolis",2005,2433,"F","20_a_24","20_a_24"
"117",3512803,"Cosmópolis",2006,2491,"F","20_a_24","20_a_24"
"118",3512803,"Cosmópolis",2007,2550,"F","20_a_24","20_a_24"
"119",3512803,"Cosmópolis",2008,2609,"F","20_a_24","20_a_24"
"120",3512803,"Cosmópolis",2009,2667,"F","20_a_24","20_a_24"
"121",3512803,"Cosmópolis",2010,2725,"F","20_a_24","20_a_24"
"122",3512803,"Cosmópolis",2011,2735,"F","20_a_24","20_a_24"
"123",3512803,"Cosmópolis",2012,2744,"F","20_a_24","20_a_24"
"124",3512803,"Cosmópolis",2013,2752,"F","20_a_24","20_a_24"
"125",3512803,"Cosmópolis",2014,2759,"F","20_a_24","20_a_24"
"126",3512803,"Cosmópolis",2015,2765,"F","20_a_24","20_a_24"
"127",3512803,"Cosmópolis",2016,2789,"F","20_a_24","20_a_24"
"128",3512803,"Cosmópolis",2017,2813,"F","20_a_24","20_a_24"
"129",3512803,"Cosmópolis",2018,2836,"F","20_a_24","20_a_24"
"130",3512803,"Cosmópolis",2019,2858,"F","20_a_24","20_a_24"
"131",3512803,"Cosmópolis",2020,2879,"F","20_a_24","20_a_24"
"132",3512803,"Cosmópolis",2021,2831,"F","20_a_24","20_a_24"
"133",3512803,"Cosmópolis",2000,1949,"M","25_a_29","25_a_29"
"134",3512803,"Cosmópolis",2001,2033,"M","25_a_29","25_a_29"
"135",3512803,"Cosmópolis",2002,2117,"M","25_a_29","25_a_29"
"136",3512803,"Cosmópolis",2003,2202,"M","25_a_29","25_a_29"
"137",3512803,"Cosmópolis",2004,2288,"M","25_a_29","25_a_29"
"138",3512803,"Cosmópolis",2005,2374,"M","25_a_29","25_a_29"
"139",3512803,"Cosmópolis",2006,2460,"M","25_a_29","25_a_29"
"140",3512803,"Cosmópolis",2007,2548,"M","25_a_29","25_a_29"
"141",3512803,"Cosmópolis",2008,2637,"M","25_a_29","25_a_29"
"142",3512803,"Cosmópolis",2009,2729,"M","25_a_29","25_a_29"
"143",3512803,"Cosmópolis",2010,2822,"M","25_a_29","25_a_29"
"144",3512803,"Cosmópolis",2011,2879,"M","25_a_29","25_a_29"
"145",3512803,"Cosmópolis",2012,2929,"M","25_a_29","25_a_29"
"146",3512803,"Cosmópolis",2013,2984,"M","25_a_29","25_a_29"
"147",3512803,"Cosmópolis",2014,3039,"M","25_a_29","25_a_29"
"148",3512803,"Cosmópolis",2015,3092,"M","25_a_29","25_a_29"
"149",3512803,"Cosmópolis",2016,3099,"M","25_a_29","25_a_29"
"150",3512803,"Cosmópolis",2017,3105,"M","25_a_29","25_a_29"
"151",3512803,"Cosmópolis",2018,3110,"M","25_a_29","25_a_29"
"152",3512803,"Cosmópolis",2019,3114,"M","25_a_29","25_a_29"
"153",3512803,"Cosmópolis",2020,3117,"M","25_a_29","25_a_29"
"154",3512803,"Cosmópolis",2021,3121,"M","25_a_29","25_a_29"
"155",3512803,"Cosmópolis",2000,1868,"F","25_a_29","25_a_29"
"156",3512803,"Cosmópolis",2001,1958,"F","25_a_29","25_a_29"
"157",3512803,"Cosmópolis",2002,2049,"F","25_a_29","25_a_29"
"158",3512803,"Cosmópolis",2003,2142,"F","25_a_29","25_a_29"
"159",3512803,"Cosmópolis",2004,2236,"F","25_a_29","25_a_29"
"160",3512803,"Cosmópolis",2005,2331,"F","25_a_29","25_a_29"
"161",3512803,"Cosmópolis",2006,2427,"F","25_a_29","25_a_29"
"162",3512803,"Cosmópolis",2007,2525,"F","25_a_29","25_a_29"
"163",3512803,"Cosmópolis",2008,2627,"F","25_a_29","25_a_29"
"164",3512803,"Cosmópolis",2009,2731,"F","25_a_29","25_a_29"
"165",3512803,"Cosmópolis",2010,2835,"F","25_a_29","25_a_29"
"166",3512803,"Cosmópolis",2011,2883,"F","25_a_29","25_a_29"
"167",3512803,"Cosmópolis",2012,2935,"F","25_a_29","25_a_29"
"168",3512803,"Cosmópolis",2013,2985,"F","25_a_29","25_a_29"
"169",3512803,"Cosmópolis",2014,3034,"F","25_a_29","25_a_29"
"170",3512803,"Cosmópolis",2015,3085,"F","25_a_29","25_a_29"
"171",3512803,"Cosmópolis",2016,3086,"F","25_a_29","25_a_29"
"172",3512803,"Cosmópolis",2017,3086,"F","25_a_29","25_a_29"
"173",3512803,"Cosmópolis",2018,3086,"F","25_a_29","25_a_29"
"174",3512803,"Cosmópolis",2019,3084,"F","25_a_29","25_a_29"
"175",3512803,"Cosmópolis",2020,3081,"F","25_a_29","25_a_29"
"176",3512803,"Cosmópolis",2021,3092,"F","25_a_29","25_a_29"
"177",3512803,"Cosmópolis",2000,1874,"M","30_a_34","30_a_34"
"178",3512803,"Cosmópolis",2001,1952,"M","30_a_34","30_a_34"
"179",3512803,"Cosmópolis",2002,2031,"M","30_a_34","30_a_34"
"180",3512803,"Cosmópolis",2003,2110,"M","30_a_34","30_a_34"
"181",3512803,"Cosmópolis",2004,2190,"M","30_a_34","30_a_34"
"182",3512803,"Cosmópolis",2005,2269,"M","30_a_34","30_a_34"
"183",3512803,"Cosmópolis",2006,2347,"M","30_a_34","30_a_34"
"184",3512803,"Cosmópolis",2007,2427,"M","30_a_34","30_a_34"
"185",3512803,"Cosmópolis",2008,2509,"M","30_a_34","30_a_34"
"186",3512803,"Cosmópolis",2009,2592,"M","30_a_34","30_a_34"
"187",3512803,"Cosmópolis",2010,2677,"M","30_a_34","30_a_34"
"188",3512803,"Cosmópolis",2011,2750,"M","30_a_34","30_a_34"
"189",3512803,"Cosmópolis",2012,2826,"M","30_a_34","30_a_34"
"190",3512803,"Cosmópolis",2013,2902,"M","30_a_34","30_a_34"
"191",3512803,"Cosmópolis",2014,2980,"M","30_a_34","30_a_34"
"192",3512803,"Cosmópolis",2015,3059,"M","30_a_34","30_a_34"
"193",3512803,"Cosmópolis",2016,3108,"M","30_a_34","30_a_34"
"194",3512803,"Cosmópolis",2017,3154,"M","30_a_34","30_a_34"
"195",3512803,"Cosmópolis",2018,3202,"M","30_a_34","30_a_34"
"196",3512803,"Cosmópolis",2019,3252,"M","30_a_34","30_a_34"
"197",3512803,"Cosmópolis",2020,3298,"M","30_a_34","30_a_34"
"198",3512803,"Cosmópolis",2021,3294,"M","30_a_34","30_a_34"
"199",3512803,"Cosmópolis",2000,1864,"F","30_a_34","30_a_34"
"200",3512803,"Cosmópolis",2001,1935,"F","30_a_34","30_a_34"
"201",3512803,"Cosmópolis",2002,2006,"F","30_a_34","30_a_34"
"202",3512803,"Cosmópolis",2003,2076,"F","30_a_34","30_a_34"
"203",3512803,"Cosmópolis",2004,2147,"F","30_a_34","30_a_34"
"204",3512803,"Cosmópolis",2005,2217,"F","30_a_34","30_a_34"
"205",3512803,"Cosmópolis",2006,2286,"F","30_a_34","30_a_34"
"206",3512803,"Cosmópolis",2007,2356,"F","30_a_34","30_a_34"
"207",3512803,"Cosmópolis",2008,2427,"F","30_a_34","30_a_34"
"208",3512803,"Cosmópolis",2009,2499,"F","30_a_34","30_a_34"
"209",3512803,"Cosmópolis",2010,2570,"F","30_a_34","30_a_34"
"210",3512803,"Cosmópolis",2011,2669,"F","30_a_34","30_a_34"
"211",3512803,"Cosmópolis",2012,2771,"F","30_a_34","30_a_34"
"212",3512803,"Cosmópolis",2013,2876,"F","30_a_34","30_a_34"
"213",3512803,"Cosmópolis",2014,2983,"F","30_a_34","30_a_34"
"214",3512803,"Cosmópolis",2015,3094,"F","30_a_34","30_a_34"
"215",3512803,"Cosmópolis",2016,3137,"F","30_a_34","30_a_34"
"216",3512803,"Cosmópolis",2017,3184,"F","30_a_34","30_a_34"
"217",3512803,"Cosmópolis",2018,3226,"F","30_a_34","30_a_34"
"218",3512803,"Cosmópolis",2019,3266,"F","30_a_34","30_a_34"
"219",3512803,"Cosmópolis",2020,3311,"F","30_a_34","30_a_34"
"220",3512803,"Cosmópolis",2021,3300,"F","30_a_34","30_a_34"
"221",3512803,"Cosmópolis",2000,1833,"M","35_a_39","35_a_39"
"222",3512803,"Cosmópolis",2001,1887,"M","35_a_39","35_a_39"
"223",3512803,"Cosmópolis",2002,1939,"M","35_a_39","35_a_39"
"224",3512803,"Cosmópolis",2003,1991,"M","35_a_39","35_a_39"
"225",3512803,"Cosmópolis",2004,2042,"M","35_a_39","35_a_39"
"226",3512803,"Cosmópolis",2005,2091,"M","35_a_39","35_a_39"
"227",3512803,"Cosmópolis",2006,2139,"M","35_a_39","35_a_39"
"228",3512803,"Cosmópolis",2007,2186,"M","35_a_39","35_a_39"
"229",3512803,"Cosmópolis",2008,2233,"M","35_a_39","35_a_39"
"230",3512803,"Cosmópolis",2009,2281,"M","35_a_39","35_a_39"
"231",3512803,"Cosmópolis",2010,2327,"M","35_a_39","35_a_39"
"232",3512803,"Cosmópolis",2011,2416,"M","35_a_39","35_a_39"
"233",3512803,"Cosmópolis",2012,2509,"M","35_a_39","35_a_39"
"234",3512803,"Cosmópolis",2013,2604,"M","35_a_39","35_a_39"
"235",3512803,"Cosmópolis",2014,2703,"M","35_a_39","35_a_39"
"236",3512803,"Cosmópolis",2015,2804,"M","35_a_39","35_a_39"
"237",3512803,"Cosmópolis",2016,2874,"M","35_a_39","35_a_39"
"238",3512803,"Cosmópolis",2017,2944,"M","35_a_39","35_a_39"
"239",3512803,"Cosmópolis",2018,3015,"M","35_a_39","35_a_39"
"240",3512803,"Cosmópolis",2019,3087,"M","35_a_39","35_a_39"
"241",3512803,"Cosmópolis",2020,3159,"M","35_a_39","35_a_39"
"242",3512803,"Cosmópolis",2021,3200,"M","35_a_39","35_a_39"
"243",3512803,"Cosmópolis",2000,1795,"F","35_a_39","35_a_39"
"244",3512803,"Cosmópolis",2001,1847,"F","35_a_39","35_a_39"
"245",3512803,"Cosmópolis",2002,1897,"F","35_a_39","35_a_39"
"246",3512803,"Cosmópolis",2003,1946,"F","35_a_39","35_a_39"
"247",3512803,"Cosmópolis",2004,1995,"F","35_a_39","35_a_39"
"248",3512803,"Cosmópolis",2005,2043,"F","35_a_39","35_a_39"
"249",3512803,"Cosmópolis",2006,2089,"F","35_a_39","35_a_39"
"250",3512803,"Cosmópolis",2007,2134,"F","35_a_39","35_a_39"
"251",3512803,"Cosmópolis",2008,2179,"F","35_a_39","35_a_39"
"252",3512803,"Cosmópolis",2009,2224,"F","35_a_39","35_a_39"
"253",3512803,"Cosmópolis",2010,2268,"F","35_a_39","35_a_39"
"254",3512803,"Cosmópolis",2011,2354,"F","35_a_39","35_a_39"
"255",3512803,"Cosmópolis",2012,2442,"F","35_a_39","35_a_39"
"256",3512803,"Cosmópolis",2013,2532,"F","35_a_39","35_a_39"
"257",3512803,"Cosmópolis",2014,2625,"F","35_a_39","35_a_39"
"258",3512803,"Cosmópolis",2015,2720,"F","35_a_39","35_a_39"
"259",3512803,"Cosmópolis",2016,2815,"F","35_a_39","35_a_39"
"260",3512803,"Cosmópolis",2017,2912,"F","35_a_39","35_a_39"
"261",3512803,"Cosmópolis",2018,3012,"F","35_a_39","35_a_39"
"262",3512803,"Cosmópolis",2019,3114,"F","35_a_39","35_a_39"
"263",3512803,"Cosmópolis",2020,3218,"F","35_a_39","35_a_39"
"264",3512803,"Cosmópolis",2021,3254,"F","35_a_39","35_a_39"
"265",3512803,"Cosmópolis",2000,1563,"M","40_a_44","40_a_44"
"266",3512803,"Cosmópolis",2001,1627,"M","40_a_44","40_a_44"
"267",3512803,"Cosmópolis",2002,1690,"M","40_a_44","40_a_44"
"268",3512803,"Cosmópolis",2003,1754,"M","40_a_44","40_a_44"
"269",3512803,"Cosmópolis",2004,1818,"M","40_a_44","40_a_44"
"270",3512803,"Cosmópolis",2005,1882,"M","40_a_44","40_a_44"
"271",3512803,"Cosmópolis",2006,1946,"M","40_a_44","40_a_44"
"272",3512803,"Cosmópolis",2007,2011,"M","40_a_44","40_a_44"
"273",3512803,"Cosmópolis",2008,2076,"M","40_a_44","40_a_44"
"274",3512803,"Cosmópolis",2009,2143,"M","40_a_44","40_a_44"
"275",3512803,"Cosmópolis",2010,2212,"M","40_a_44","40_a_44"
"276",3512803,"Cosmópolis",2011,2249,"M","40_a_44","40_a_44"
"277",3512803,"Cosmópolis",2012,2287,"M","40_a_44","40_a_44"
"278",3512803,"Cosmópolis",2013,2324,"M","40_a_44","40_a_44"
"279",3512803,"Cosmópolis",2014,2361,"M","40_a_44","40_a_44"
"280",3512803,"Cosmópolis",2015,2398,"M","40_a_44","40_a_44"
"281",3512803,"Cosmópolis",2016,2484,"M","40_a_44","40_a_44"
"282",3512803,"Cosmópolis",2017,2573,"M","40_a_44","40_a_44"
"283",3512803,"Cosmópolis",2018,2664,"M","40_a_44","40_a_44"
"284",3512803,"Cosmópolis",2019,2758,"M","40_a_44","40_a_44"
"285",3512803,"Cosmópolis",2020,2854,"M","40_a_44","40_a_44"
"286",3512803,"Cosmópolis",2021,2919,"M","40_a_44","40_a_44"
"287",3512803,"Cosmópolis",2000,1526,"F","40_a_44","40_a_44"
"288",3512803,"Cosmópolis",2001,1584,"F","40_a_44","40_a_44"
"289",3512803,"Cosmópolis",2002,1642,"F","40_a_44","40_a_44"
"290",3512803,"Cosmópolis",2003,1699,"F","40_a_44","40_a_44"
"291",3512803,"Cosmópolis",2004,1757,"F","40_a_44","40_a_44"
"292",3512803,"Cosmópolis",2005,1815,"F","40_a_44","40_a_44"
"293",3512803,"Cosmópolis",2006,1871,"F","40_a_44","40_a_44"
"294",3512803,"Cosmópolis",2007,1928,"F","40_a_44","40_a_44"
"295",3512803,"Cosmópolis",2008,1986,"F","40_a_44","40_a_44"
"296",3512803,"Cosmópolis",2009,2044,"F","40_a_44","40_a_44"
"297",3512803,"Cosmópolis",2010,2103,"F","40_a_44","40_a_44"
"298",3512803,"Cosmópolis",2011,2154,"F","40_a_44","40_a_44"
"299",3512803,"Cosmópolis",2012,2205,"F","40_a_44","40_a_44"
"300",3512803,"Cosmópolis",2013,2257,"F","40_a_44","40_a_44"
"301",3512803,"Cosmópolis",2014,2310,"F","40_a_44","40_a_44"
"302",3512803,"Cosmópolis",2015,2362,"F","40_a_44","40_a_44"
"303",3512803,"Cosmópolis",2016,2445,"F","40_a_44","40_a_44"
"304",3512803,"Cosmópolis",2017,2530,"F","40_a_44","40_a_44"
"305",3512803,"Cosmópolis",2018,2616,"F","40_a_44","40_a_44"
"306",3512803,"Cosmópolis",2019,2704,"F","40_a_44","40_a_44"
"307",3512803,"Cosmópolis",2020,2795,"F","40_a_44","40_a_44"
"308",3512803,"Cosmópolis",2021,2886,"F","40_a_44","40_a_44"
"309",3512803,"Cosmópolis",2000,1220,"M","45_a_49","45_a_49"
"310",3512803,"Cosmópolis",2001,1285,"M","45_a_49","45_a_49"
"311",3512803,"Cosmópolis",2002,1350,"M","45_a_49","45_a_49"
"312",3512803,"Cosmópolis",2003,1417,"M","45_a_49","45_a_49"
"313",3512803,"Cosmópolis",2004,1486,"M","45_a_49","45_a_49"
"314",3512803,"Cosmópolis",2005,1556,"M","45_a_49","45_a_49"
"315",3512803,"Cosmópolis",2006,1627,"M","45_a_49","45_a_49"
"316",3512803,"Cosmópolis",2007,1701,"M","45_a_49","45_a_49"
"317",3512803,"Cosmópolis",2008,1777,"M","45_a_49","45_a_49"
"318",3512803,"Cosmópolis",2009,1855,"M","45_a_49","45_a_49"
"319",3512803,"Cosmópolis",2010,1936,"M","45_a_49","45_a_49"
"320",3512803,"Cosmópolis",2011,1995,"M","45_a_49","45_a_49"
"321",3512803,"Cosmópolis",2012,2055,"M","45_a_49","45_a_49"
"322",3512803,"Cosmópolis",2013,2117,"M","45_a_49","45_a_49"
"323",3512803,"Cosmópolis",2014,2179,"M","45_a_49","45_a_49"
"324",3512803,"Cosmópolis",2015,2243,"M","45_a_49","45_a_49"
"325",3512803,"Cosmópolis",2016,2277,"M","45_a_49","45_a_49"
"326",3512803,"Cosmópolis",2017,2312,"M","45_a_49","45_a_49"
"327",3512803,"Cosmópolis",2018,2346,"M","45_a_49","45_a_49"
"328",3512803,"Cosmópolis",2019,2381,"M","45_a_49","45_a_49"
"329",3512803,"Cosmópolis",2020,2414,"M","45_a_49","45_a_49"
"330",3512803,"Cosmópolis",2021,2498,"M","45_a_49","45_a_49"
"331",3512803,"Cosmópolis",2000,1250,"F","45_a_49","45_a_49"
"332",3512803,"Cosmópolis",2001,1314,"F","45_a_49","45_a_49"
"333",3512803,"Cosmópolis",2002,1379,"F","45_a_49","45_a_49"
"334",3512803,"Cosmópolis",2003,1446,"F","45_a_49","45_a_49"
"335",3512803,"Cosmópolis",2004,1515,"F","45_a_49","45_a_49"
"336",3512803,"Cosmópolis",2005,1585,"F","45_a_49","45_a_49"
"337",3512803,"Cosmópolis",2006,1656,"F","45_a_49","45_a_49"
"338",3512803,"Cosmópolis",2007,1728,"F","45_a_49","45_a_49"
"339",3512803,"Cosmópolis",2008,1803,"F","45_a_49","45_a_49"
"340",3512803,"Cosmópolis",2009,1880,"F","45_a_49","45_a_49"
"341",3512803,"Cosmópolis",2010,1958,"F","45_a_49","45_a_49"
"342",3512803,"Cosmópolis",2011,1999,"F","45_a_49","45_a_49"
"343",3512803,"Cosmópolis",2012,2041,"F","45_a_49","45_a_49"
"344",3512803,"Cosmópolis",2013,2082,"F","45_a_49","45_a_49"
"345",3512803,"Cosmópolis",2014,2124,"F","45_a_49","45_a_49"
"346",3512803,"Cosmópolis",2015,2166,"F","45_a_49","45_a_49"
"347",3512803,"Cosmópolis",2016,2214,"F","45_a_49","45_a_49"
"348",3512803,"Cosmópolis",2017,2262,"F","45_a_49","45_a_49"
"349",3512803,"Cosmópolis",2018,2310,"F","45_a_49","45_a_49"
"350",3512803,"Cosmópolis",2019,2360,"F","45_a_49","45_a_49"
"351",3512803,"Cosmópolis",2020,2408,"F","45_a_49","45_a_49"
"352",3512803,"Cosmópolis",2021,2487,"F","45_a_49","45_a_49"
"353",3512803,"Cosmópolis",2000,966,"M","50_a_54","50_a_54"
"354",3512803,"Cosmópolis",2001,1017,"M","50_a_54","50_a_54"
"355",3512803,"Cosmópolis",2002,1070,"M","50_a_54","50_a_54"
"356",3512803,"Cosmópolis",2003,1124,"M","50_a_54","50_a_54"
"357",3512803,"Cosmópolis",2004,1179,"M","50_a_54","50_a_54"
"358",3512803,"Cosmópolis",2005,1236,"M","50_a_54","50_a_54"
"359",3512803,"Cosmópolis",2006,1293,"M","50_a_54","50_a_54"
"360",3512803,"Cosmópolis",2007,1352,"M","50_a_54","50_a_54"
"361",3512803,"Cosmópolis",2008,1413,"M","50_a_54","50_a_54"
"362",3512803,"Cosmópolis",2009,1476,"M","50_a_54","50_a_54"
"363",3512803,"Cosmópolis",2010,1540,"M","50_a_54","50_a_54"
"364",3512803,"Cosmópolis",2011,1613,"M","50_a_54","50_a_54"
"365",3512803,"Cosmópolis",2012,1688,"M","50_a_54","50_a_54"
"366",3512803,"Cosmópolis",2013,1767,"M","50_a_54","50_a_54"
"367",3512803,"Cosmópolis",2014,1849,"M","50_a_54","50_a_54"
